"grouping","group_col","question","prop_agree","n","n_agree","sd_agree","se","ci_lower","ci_upper","cat_group"
"job_satisfied","not satisfied with job","f_voice_concerns_recat",54.2857142857143,35,19,0.505432670960188,8.54337144681602,37.5407062499549,71.0307223214737,"voice"
"job_satisfied","satisfied with job","f_voice_concerns_recat",88.6198547215496,413,366,0.317955131013308,1.56455491770055,85.5533270828566,91.6863823602427,"voice"
"statewide","statewide_results","f_voice_concerns_recat",85.9375,448,385,0.348022939535533,1.64425383670837,82.7147624800516,89.1602375199484,"voice"
"jd_size","Frontier","s_sup_interpersonal_skills_recat",77.7777777777778,27,21,0.423659272868162,8.15332650783714,61.797257822417,93.7582977331386,"supervisor"
"jd_size","Large","s_sup_interpersonal_skills_recat",85.9504132231405,242,208,0.348220970622382,2.23844917889498,81.5630528325063,90.3377736137747,"supervisor"
"jd_size","Medium","s_sup_interpersonal_skills_recat",89.3333333333333,75,67,0.310767721259105,3.58843655048781,82.2999976943772,96.3666689722894,"supervisor"
"jd_size","Small","s_sup_interpersonal_skills_recat",90.3846153846154,104,94,0.296229731410389,2.90477150186139,84.6912632409671,96.0779675282637,"supervisor"
"position_type","Executive","s_sup_interpersonal_skills_recat",78.2608695652174,23,18,0.42174116783665,8.79391124952055,61.0248035161571,95.4969356142777,"supervisor"
"position_type","Non-supervisor","s_sup_interpersonal_skills_recat",88.0733944954129,327,288,0.324598023484957,1.79503117152272,84.5551333992283,91.5916555915974,"supervisor"
"position_type","Supervisor","s_sup_interpersonal_skills_recat",85.7142857142857,98,84,0.351726229056329,3.55297145267005,78.7504616670524,92.678109761519,"supervisor"
"agency_type","County Health Department","s_sup_interpersonal_skills_recat",87.4109263657957,421,368,0.332120857856751,1.61865801886346,84.2383566488234,90.5834960827681,"supervisor"
"agency_type","Tribal Health Department","s_sup_interpersonal_skills_recat",81.4814814814815,27,22,0.39584739066357,7.6180865852541,66.5500317743835,96.4129311885795,"supervisor"
"leave_retire","leaving not retiring","s_sup_interpersonal_skills_recat",74.3243243243243,74,55,0.439825955951969,5.11287288376595,64.3030934721431,84.3455551765056,"supervisor"
"leave_retire","not leaving or retiring","s_sup_interpersonal_skills_recat",91.4556962025316,316,289,0.279983207969741,1.57502859874605,88.3686401489894,94.5427522560739,"supervisor"
"job_satisfied","not satisfied with job","s_sup_interpersonal_skills_recat",51.4285714285714,35,18,0.50709255283711,8.57142857142857,34.6285714285714,68.2285714285714,"supervisor"
"job_satisfied","satisfied with job","s_sup_interpersonal_skills_recat",90.0726392251816,413,372,0.299391705636112,1.47321027303103,87.1851470900408,92.9601313603224,"supervisor"
"statewide","statewide_results","s_sup_interpersonal_skills_recat",87.0535714285714,448,390,0.336088406622655,1.58786846867053,83.9413492299772,90.1657936271657,"supervisor"
"jd_size","Frontier","s_supervisor_recat",85.1851851851852,27,23,0.362013992898246,6.96696254167378,71.5299386035046,98.8404317668658,"supervisor"
"jd_size","Large","s_supervisor_recat",92.5619834710744,242,224,0.262932370844951,1.69019329470837,89.249204613446,95.8747623287028,"supervisor"
"jd_size","Medium","s_supervisor_recat",92,75,69,0.273120110198049,3.15371938287888,85.8187100095574,98.1812899904426,"supervisor"
"jd_size","Small","s_supervisor_recat",95.1923076923077,104,99,0.214964783401984,2.1079031255807,91.0608175661695,99.3237978184459,"supervisor"
"position_type","Executive","s_supervisor_recat",91.304347826087,23,21,0.28810406552003,6.00738504093702,79.5298731458504,100,"supervisor"
"position_type","Non-supervisor","s_supervisor_recat",93.5779816513761,327,306,0.245520457251123,1.35773123101812,90.9168284385806,96.2391348641717,"supervisor"
"position_type","Supervisor","s_supervisor_recat",89.7959183673469,98,88,0.304258297699363,3.07347293622136,83.7719114123531,95.8199253223408,"supervisor"
"agency_type","County Health Department","s_supervisor_recat",92.6365795724465,421,390,0.261485407347816,1.27440189740169,90.1387518535392,95.1344072913539,"supervisor"
"agency_type","Tribal Health Department","s_supervisor_recat",92.5925925925926,27,25,0.266880256341812,5.13611292801138,82.5258112536903,100,"supervisor"
"leave_retire","leaving not retiring","s_supervisor_recat",85.1351351351351,74,63,0.358170099347561,4.16364283177932,76.9743951848477,93.2958750854226,"supervisor"
"leave_retire","not leaving or retiring","s_supervisor_recat",96.2025316455696,316,304,0.191438197557401,1.07692399923459,94.0917606070698,98.3133026840694,"supervisor"
"job_satisfied","not satisfied with job","s_supervisor_recat",57.1428571428571,35,20,0.502096445253434,8.48697893980006,40.508378420849,73.7773358648653,"supervisor"
"job_satisfied","satisfied with job","s_supervisor_recat",95.6416464891041,413,395,0.204414249403796,1.0058567639199,93.6701672318211,97.6131257463871,"supervisor"
"statewide","statewide_results","s_supervisor_recat",92.6339285714286,448,415,0.261509969305228,1.23551847168887,90.2123123669184,95.0555447759388,"supervisor"
"jd_size","Frontier","s_belonging_agency_recat",88.8888888888889,27,24,0.320256307610174,6.16333551361366,76.8087512822061,100,"belonging"
"jd_size","Large","s_belonging_agency_recat",85.9504132231405,242,208,0.348220970622382,2.23844917889498,81.5630528325063,90.3377736137747,"belonging"
"jd_size","Medium","s_belonging_agency_recat",89.3333333333333,75,67,0.310767721259105,3.58843655048781,82.2999976943772,96.3666689722894,"belonging"
"jd_size","Small","s_belonging_agency_recat",93.2692307692308,104,97,0.251767463868118,2.46878309836788,88.4304158964297,98.1080456420318,"belonging"
"position_type","Executive","s_belonging_agency_recat",95.6521739130435,23,22,0.208514414057075,4.34782608695652,87.1304347826087,100,"belonging"
"position_type","Non-supervisor","s_belonging_agency_recat",88.6850152905199,327,290,0.317261362216545,1.75445934200167,85.2462749801966,92.1237556008432,"belonging"
"position_type","Supervisor","s_belonging_agency_recat",85.7142857142857,98,84,0.351726229056329,3.55297145267005,78.7504616670524,92.678109761519,"belonging"
"agency_type","County Health Department","s_belonging_agency_recat",88.8361045130641,421,374,0.315296418058959,1.53666071653405,85.8242495086574,91.8479595174709,"belonging"
"agency_type","Tribal Health Department","s_belonging_agency_recat",81.4814814814815,27,22,0.39584739066357,7.6180865852541,66.5500317743835,96.4129311885795,"belonging"
"leave_retire","leaving not retiring","s_belonging_agency_recat",64.8648648648649,74,48,0.480651168826249,5.58745634355083,53.9134504315052,75.8162792982245,"belonging"
"leave_retire","not leaving or retiring","s_belonging_agency_recat",93.9873417721519,316,297,0.238098251939937,1.33940731244629,91.3621034397572,96.6125801045466,"belonging"
"job_satisfied","not satisfied with job","s_belonging_agency_recat",42.8571428571429,35,15,0.502096445253434,8.48697893980006,26.2226641351347,59.491621579151,"belonging"
"job_satisfied","satisfied with job","s_belonging_agency_recat",92.2518159806295,413,381,0.267678717695832,1.31716086103124,89.6701806930083,94.8334512682508,"belonging"
"statewide","statewide_results","s_belonging_agency_recat",88.3928571428571,448,396,0.320668644669256,1.51501694116248,85.4234239381787,91.3622903475356,"belonging"
"jd_size","Frontier","s_belonging_work_unit_recat",92.5925925925926,27,25,0.266880256341812,5.13611292801138,82.5258112536903,100,"belonging"
"jd_size","Large","s_belonging_work_unit_recat",88.8429752066116,242,215,0.315489498518504,2.02804330723252,84.8680103244358,92.8179400887873,"belonging"
"jd_size","Medium","s_belonging_work_unit_recat",96,75,72,0.197278784766429,2.277979189806,91.5351607879802,100,"belonging"
"jd_size","Small","s_belonging_work_unit_recat",94.2307692307692,104,98,0.234289799674497,2.29740050072309,89.727864249352,98.7336742121865,"belonging"
"position_type","Executive","s_belonging_work_unit_recat",95.6521739130435,23,22,0.208514414057075,4.34782608695652,87.1304347826087,100,"belonging"
"position_type","Non-supervisor","s_belonging_work_unit_recat",89.6024464831804,327,293,0.305696588642418,1.69050599800319,86.2890547270942,92.9158382392667,"belonging"
"position_type","Supervisor","s_belonging_work_unit_recat",96.9387755102041,98,95,0.173150410310761,1.74908327565674,93.5105722899169,100,"belonging"
"agency_type","County Health Department","s_belonging_work_unit_recat",91.9239904988123,421,387,0.272790503821576,1.3294995663026,89.3181713488593,94.5298096487654,"belonging"
"agency_type","Tribal Health Department","s_belonging_work_unit_recat",85.1851851851852,27,23,0.362013992898246,6.96696254167378,71.5299386035046,98.8404317668658,"belonging"
"leave_retire","leaving not retiring","s_belonging_work_unit_recat",74.3243243243243,74,55,0.439825955951969,5.11287288376595,64.3030934721431,84.3455551765056,"belonging"
"leave_retire","not leaving or retiring","s_belonging_work_unit_recat",95.5696202531646,316,302,0.206095576806452,1.15937819949655,93.2972389821513,97.8420015241778,"belonging"
"job_satisfied","not satisfied with job","s_belonging_work_unit_recat",68.5714285714286,35,24,0.471008215953606,7.96149195450555,52.9669043405977,84.1759528022595,"belonging"
"job_satisfied","satisfied with job","s_belonging_work_unit_recat",93.4624697336562,413,386,0.247486720385563,1.21780253776941,91.0755767596281,95.8493627076842,"belonging"
"statewide","statewide_results","s_belonging_work_unit_recat",91.5178571428571,448,410,0.278927258381465,1.31780742777574,88.9349545844167,94.1007597012976,"belonging"
"jd_size","Frontier","f_psych_safe_recat",85.1851851851852,27,23,0.362013992898246,6.96696254167378,71.5299386035046,98.8404317668658,"treated fairly"
"jd_size","Large","f_psych_safe_recat",86.7768595041322,242,210,0.339444231153776,2.18203016075899,82.5000803890446,91.0536386192198,"treated fairly"
"jd_size","Medium","f_psych_safe_recat",90.6666666666667,75,68,0.292857927612974,3.38163206683333,84.0386678156733,97.29466551766,"treated fairly"
"jd_size","Small","f_psych_safe_recat",90.3846153846154,104,94,0.296229731410389,2.90477150186139,84.6912632409671,96.0779675282637,"treated fairly"
"position_type","Executive","f_psych_safe_recat",78.2608695652174,23,18,0.42174116783665,8.79391124952055,61.0248035161571,95.4969356142777,"treated fairly"
"position_type","Non-supervisor","f_psych_safe_recat",88.6850152905199,327,290,0.317261362216545,1.75445934200167,85.2462749801966,92.1237556008432,"treated fairly"
"position_type","Supervisor","f_psych_safe_recat",88.7755102040816,98,87,0.31729049622439,3.20511802123301,82.4934788824649,95.0575415256983,"treated fairly"
"agency_type","County Health Department","f_psych_safe_recat",89.5486935866983,421,377,0.306288943794625,1.49276097310403,86.6228820794144,92.4745050939822,"treated fairly"
"agency_type","Tribal Health Department","f_psych_safe_recat",66.6666666666667,27,18,0.480384461415261,9.24500327042048,48.5464602566425,84.7868730766908,"treated fairly"
"leave_retire","leaving not retiring","f_psych_safe_recat",78.3783783783784,74,58,0.414473432903422,4.81815578970676,68.9347930305531,87.8219637262036,"treated fairly"
"leave_retire","not leaving or retiring","f_psych_safe_recat",91.7721518987342,316,290,0.275224350007499,1.54825793116833,88.7375663536443,94.8067374438241,"treated fairly"
"job_satisfied","not satisfied with job","f_psych_safe_recat",65.7142857142857,35,23,0.481593991977935,8.14042422743686,49.7590542285095,81.669517200062,"treated fairly"
"job_satisfied","satisfied with job","f_psych_safe_recat",90.0726392251816,413,372,0.299391705636112,1.47321027303103,87.1851470900408,92.9601313603224,"treated fairly"
"statewide","statewide_results","f_psych_safe_recat",88.1696428571429,448,395,0.323328296442302,1.52758261467232,85.1755809323851,91.1637047819006,"treated fairly"
"jd_size","Frontier","f_treated_fairly_recat",96.2962962962963,27,26,0.192450089729875,3.7037037037037,89.037037037037,100,"treated fairly"
"jd_size","Large","f_treated_fairly_recat",88.0165289256198,242,213,0.325441247786938,2.09201557443596,83.9161783997254,92.1168794515143,"treated fairly"
"jd_size","Medium","f_treated_fairly_recat",88,75,66,0.327149854083762,3.77760112641214,80.5959017922322,95.4040982077678,"treated fairly"
"jd_size","Small","f_treated_fairly_recat",94.2307692307692,104,98,0.234289799674497,2.29740050072309,89.727864249352,98.7336742121865,"treated fairly"
"position_type","Executive","f_treated_fairly_recat",91.304347826087,23,21,0.28810406552003,6.00738504093702,79.5298731458504,100,"treated fairly"
"position_type","Non-supervisor","f_treated_fairly_recat",90.2140672782875,327,295,0.297579713139082,1.64561957390415,86.9886529134353,93.4394816431396,"treated fairly"
"position_type","Supervisor","f_treated_fairly_recat",88.7755102040816,98,87,0.31729049622439,3.20511802123301,82.4934788824649,95.0575415256983,"treated fairly"
"agency_type","County Health Department","f_treated_fairly_recat",90.2612826603325,421,380,0.296836999886728,1.44669501717733,87.425760426665,93.0968048940001,"treated fairly"
"agency_type","Tribal Health Department","f_treated_fairly_recat",85.1851851851852,27,23,0.362013992898246,6.96696254167378,71.5299386035046,98.8404317668658,"treated fairly"
"leave_retire","leaving not retiring","f_treated_fairly_recat",72.972972972973,74,54,0.447130801165175,5.19778998450837,62.7853046033366,83.1606413426094,"treated fairly"
"leave_retire","not leaving or retiring","f_treated_fairly_recat",94.9367088607595,316,300,0.219594672917444,1.23531654803612,92.5154884266087,97.3579292949103,"treated fairly"
"job_satisfied","not satisfied with job","f_treated_fairly_recat",54.2857142857143,35,19,0.505432670960188,8.54337144681602,37.5407062499549,71.0307223214737,"treated fairly"
"job_satisfied","satisfied with job","f_treated_fairly_recat",92.9782082324455,413,384,0.255823818638985,1.2588267163388,90.5109078684215,95.4455085964696,"treated fairly"
"statewide","statewide_results","f_treated_fairly_recat",89.9553571428571,448,403,0.300930364656018,1.42176233362108,87.1687029689598,92.7420113167545,"treated fairly"
"jd_size","Frontier","s_treated_fair_age_recat",96.2962962962963,27,26,0.192450089729875,3.7037037037037,89.037037037037,100,"treated fairly"
"jd_size","Large","s_treated_fair_age_recat",95.4545454545455,242,231,0.208730603243249,1.34177113631327,92.8246740273714,98.0844168817195,"treated fairly"
"jd_size","Medium","s_treated_fair_age_recat",98.6666666666667,75,74,0.115470053837925,1.33333333333333,96.0533333333333,100,"treated fairly"
"jd_size","Small","s_treated_fair_age_recat",96.1538461538462,104,100,0.193238969872078,1.89486399646979,92.4399127207654,99.867779586927,"treated fairly"
"position_type","Executive","s_treated_fair_age_recat",95.6521739130435,23,22,0.208514414057075,4.34782608695652,87.1304347826087,100,"treated fairly"
"position_type","Non-supervisor","s_treated_fair_age_recat",95.7186544342508,327,313,0.202746567457839,1.12119107996639,93.5211199175166,97.9161889509849,"treated fairly"
"position_type","Supervisor","s_treated_fair_age_recat",97.9591836734694,98,96,0.142118858106802,1.43561726145441,95.1453738410188,100,"treated fairly"
"agency_type","County Health Department","s_treated_fair_age_recat",96.6745843230404,421,407,0.179512844780014,0.874892072624625,94.9597958606961,98.3893727853846,"treated fairly"
"agency_type","Tribal Health Department","s_treated_fair_age_recat",88.8888888888889,27,24,0.320256307610174,6.16333551361366,76.8087512822061,100,"treated fairly"
"leave_retire","leaving not retiring","s_treated_fair_age_recat",98.6486486486486,74,73,0.116247638743819,1.35135135135135,96,100,"treated fairly"
"leave_retire","not leaving or retiring","s_treated_fair_age_recat",96.8354430379747,316,306,0.175332285926597,0.986321167688582,94.9022535493051,98.7686325266443,"treated fairly"
"job_satisfied","not satisfied with job","s_treated_fair_age_recat",91.4285714285714,35,32,0.284028640998691,4.80096028809603,82.0186892639032,100,"treated fairly"
"job_satisfied","satisfied with job","s_treated_fair_age_recat",96.6101694915254,413,399,0.181186915562098,0.891562526015058,94.8627069405359,98.3576320425149,"treated fairly"
"statewide","statewide_results","s_treated_fair_age_recat",96.2053571428571,448,431,0.191280336537902,0.903714644957197,94.434076438741,97.9766378469732,"treated fairly"
"jd_size","Frontier","s_treated_fair_diability_recat",100,27,27,0,0,100,100,"treated fairly"
"jd_size","Large","s_treated_fair_diability_recat",96.2809917355372,242,233,0.189619506063224,1.21892035075045,93.8919078480663,98.6700756230081,"treated fairly"
"jd_size","Medium","s_treated_fair_diability_recat",98.6666666666667,75,74,0.115470053837925,1.33333333333333,96.0533333333333,100,"treated fairly"
"jd_size","Small","s_treated_fair_diability_recat",99.0384615384615,104,103,0.098058067569092,0.961538461538462,97.1538461538462,100,"treated fairly"
"position_type","Executive","s_treated_fair_diability_recat",100,23,23,0,0,100,100,"treated fairly"
"position_type","Non-supervisor","s_treated_fair_diability_recat",96.9418960244648,327,317,0.172443549956544,0.953615010272475,95.0728106043308,98.8109814445989,"treated fairly"
"position_type","Supervisor","s_treated_fair_diability_recat",98.9795918367347,98,97,0.101015254455221,1.02040816326531,96.9795918367347,100,"treated fairly"
"agency_type","County Health Department","s_treated_fair_diability_recat",97.624703087886,421,411,0.152459755101755,0.743043381081038,96.1683380609671,99.0810681148048,"treated fairly"
"agency_type","Tribal Health Department","s_treated_fair_diability_recat",96.2962962962963,27,26,0.192450089729875,3.7037037037037,89.037037037037,100,"treated fairly"
"leave_retire","leaving not retiring","s_treated_fair_diability_recat",95.9459459459459,74,71,0.198569486074029,2.30832338826795,91.4216321049408,100,"treated fairly"
"leave_retire","not leaving or retiring","s_treated_fair_diability_recat",98.1012658227848,316,310,0.136696581503768,0.768978349739185,96.594068257296,99.6084633882736,"treated fairly"
"job_satisfied","not satisfied with job","s_treated_fair_diability_recat",88.5714285714286,35,31,0.322802851090676,5.45636406075561,77.8769550123476,99.2659021305096,"treated fairly"
"job_satisfied","satisfied with job","s_treated_fair_diability_recat",98.3050847457627,413,406,0.129237456736794,0.635935950598637,97.0586502825894,99.551519208936,"treated fairly"
"statewide","statewide_results","s_treated_fair_diability_recat",97.5446428571429,448,437,0.154933129215812,0.731990231696559,96.1099420030176,98.9793437112681,"treated fairly"
"jd_size","Frontier","s_treated_fair_gender_recat",100,27,27,0,0,100,100,"treated fairly"
"jd_size","Large","s_treated_fair_gender_recat",98.3471074380165,242,238,0.127762167166211,0.821286316202884,96.7373862582589,99.9568286177742,"treated fairly"
"jd_size","Medium","s_treated_fair_gender_recat",100,75,75,0,0,100,100,"treated fairly"
"jd_size","Small","s_treated_fair_gender_recat",97.1153846153846,104,101,0.168184524716145,1.64918494886914,93.8829821156011,100,"treated fairly"
"position_type","Executive","s_treated_fair_gender_recat",100,23,23,0,0,100,100,"treated fairly"
"position_type","Non-supervisor","s_treated_fair_gender_recat",98.7767584097859,327,323,0.110090179660324,0.608800084631375,97.5835102439084,99.9700065756634,"treated fairly"
"position_type","Supervisor","s_treated_fair_gender_recat",96.9387755102041,98,95,0.173150410310761,1.74908327565674,93.5105722899169,100,"treated fairly"
"agency_type","County Health Department","s_treated_fair_gender_recat",98.5748218527316,421,415,0.118668097682288,0.578352919886641,97.4412501297538,99.7083935757094,"treated fairly"
"agency_type","Tribal Health Department","s_treated_fair_gender_recat",96.2962962962963,27,26,0.192450089729875,3.7037037037037,89.037037037037,100,"treated fairly"
"leave_retire","leaving not retiring","s_treated_fair_gender_recat",100,74,74,0,0,100,100,"treated fairly"
"leave_retire","not leaving or retiring","s_treated_fair_gender_recat",98.1012658227848,316,310,0.136696581503768,0.768978349739185,96.594068257296,99.6084633882736,"treated fairly"
"job_satisfied","not satisfied with job","s_treated_fair_gender_recat",94.2857142857143,35,33,0.235504107976803,3.98074597725278,86.4834521702988,100,"treated fairly"
"job_satisfied","satisfied with job","s_treated_fair_gender_recat",98.7893462469734,413,408,0.109494284467014,0.538786150979898,97.7333253910528,99.845367102894,"treated fairly"
"statewide","statewide_results","s_treated_fair_gender_recat",98.4375,448,441,0.124158239583106,0.586592544922273,97.2877786119523,99.5872213880477,"treated fairly"
"jd_size","Frontier","s_treated_fair_race_recat",100,27,27,0,0,100,100,"treated fairly"
"jd_size","Large","s_treated_fair_race_recat",98.7603305785124,242,239,0.110877486824252,0.712747480130459,97.3633455174567,100,"treated fairly"
"jd_size","Medium","s_treated_fair_race_recat",98.6666666666667,75,74,0.115470053837925,1.33333333333333,96.0533333333333,100,"treated fairly"
"jd_size","Small","s_treated_fair_race_recat",92.3076923076923,104,96,0.267759771056568,2.62560057225496,87.1615151860726,97.453869429312,"treated fairly"
"position_type","Executive","s_treated_fair_race_recat",95.6521739130435,23,22,0.208514414057075,4.34782608695652,87.1304347826087,100,"treated fairly"
"position_type","Non-supervisor","s_treated_fair_race_recat",98.4709480122324,327,322,0.122893881608669,0.679604718194493,97.1389227645712,99.8029732598936,"treated fairly"
"position_type","Supervisor","s_treated_fair_race_recat",93.8775510204082,98,92,0.240974248126322,2.4342074991636,89.1065043220475,98.6485977187688,"treated fairly"
"agency_type","County Health Department","s_treated_fair_race_recat",99.0498812351544,421,417,0.0971252903336492,0.473359701186883,98.1220962208281,99.9776662494807,"treated fairly"
"agency_type","Tribal Health Department","s_treated_fair_race_recat",70.3703703703704,27,19,0.465321626968075,8.95511888632576,52.8183373531719,87.9224033875689,"treated fairly"
"leave_retire","leaving not retiring","s_treated_fair_race_recat",95.9459459459459,74,71,0.198569486074029,2.30832338826795,91.4216321049408,100,"treated fairly"
"leave_retire","not leaving or retiring","s_treated_fair_race_recat",97.7848101265823,316,309,0.147410846975069,0.829250801984538,96.1594785546926,99.410141698472,"treated fairly"
"job_satisfied","not satisfied with job","s_treated_fair_race_recat",100,35,35,0,0,100,100,"treated fairly"
"job_satisfied","satisfied with job","s_treated_fair_race_recat",97.0944309927361,413,401,0.168166379984549,0.827492658974301,95.4725453811465,98.7163166043257,"treated fairly"
"statewide","statewide_results","s_treated_fair_race_recat",97.3214285714286,448,436,0.16163711827966,0.76366360286627,95.8246479098107,98.8182092330465,"treated fairly"
"jd_size","Frontier","s_treated_fair_sex_orient_recat",100,27,27,0,0,100,100,"treated fairly"
"jd_size","Large","s_treated_fair_sex_orient_recat",99.1735537190083,242,240,0.0907202867781662,0.583172090654815,98.0305364213248,100,"treated fairly"
"jd_size","Medium","s_treated_fair_sex_orient_recat",100,75,75,0,0,100,100,"treated fairly"
"jd_size","Small","s_treated_fair_sex_orient_recat",99.0384615384615,104,103,0.098058067569092,0.961538461538462,97.1538461538462,100,"treated fairly"
"position_type","Executive","s_treated_fair_sex_orient_recat",100,23,23,0,0,100,100,"treated fairly"
"position_type","Non-supervisor","s_treated_fair_sex_orient_recat",99.388379204893,327,325,0.0780861484322751,0.431817387534339,98.5420171253257,100,"treated fairly"
"position_type","Supervisor","s_treated_fair_sex_orient_recat",98.9795918367347,98,97,0.101015254455221,1.02040816326531,96.9795918367347,100,"treated fairly"
"agency_type","County Health Department","s_treated_fair_sex_orient_recat",99.5249406175772,421,419,0.0688424497425193,0.335517570420091,98.8673261795538,100,"treated fairly"
"agency_type","Tribal Health Department","s_treated_fair_sex_orient_recat",96.2962962962963,27,26,0.192450089729875,3.7037037037037,89.037037037037,100,"treated fairly"
"leave_retire","leaving not retiring","s_treated_fair_sex_orient_recat",100,74,74,0,0,100,100,"treated fairly"
"leave_retire","not leaving or retiring","s_treated_fair_sex_orient_recat",99.0506329113924,316,313,0.0971256588683382,0.546374518311178,97.9797388555025,100,"treated fairly"
"job_satisfied","not satisfied with job","s_treated_fair_sex_orient_recat",97.1428571428571,35,34,0.169030850945703,2.85714285714286,91.5428571428571,100,"treated fairly"
"job_satisfied","satisfied with job","s_treated_fair_sex_orient_recat",99.5157384987893,413,411,0.0695043962075367,0.342008775080146,98.8454012996323,100,"treated fairly"
"statewide","statewide_results","s_treated_fair_sex_orient_recat",99.3303571428571,448,445,0.0816484349044083,0.385752595883411,98.5742820549257,100,"treated fairly"
