"","lhj_code","region","size","agency","supervisor_status","current_yrs","agency_yrs","ph_practice_yrs","ph_mangmt_yrs","f_love_job","f_treated_fairly","f_work_life_balance","f_paid_fairly","f_happy_input","f_manage_demands","f_psych_safe","f_voice_concerns","s_job","s_org","s_work_unit","s_supervisor","s_pay","s_benefits","s_treated_fair_age","s_treated_fair_race","s_treated_fair_gender","s_treated_fair_sex_orient","s_treated_fair_diability","s_sup_interpersonal_skills","s_belonging_work_unit","s_belonging_agency","comments","mental_emotional_health","s_comfort_using_PTO","s_able_complete_40hr","have_to_do_more","s_agency_mh_policy_support","burnout","well_participate","well_org","well_org_other","well_interest","well_interest_type","well_interest_type_other","considering_leaving","leaving_plans","leaving_plans_other","leaving_org_reasons","leaving_orgs_reasons_other","why_staying","why_staying_other","Retirement_year","gender","gender_other","race","Race_other","age","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","publichealth_phd_other","phd_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","current_credentials","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","highest_degree","sup_status","sup_status_recat","retire_recat","leave_or_retire","burnout_recat","s_job_recat","s_org_recat","s_work_unit_recat","s_supervisor_recat","s_pay_recat","s_benefits_recat","s_treated_fair_age_recat","s_treated_fair_race_recat","s_treated_fair_gender_recat","s_treated_fair_sex_orient_recat","s_treated_fair_diability_recat","s_sup_interpersonal_skills_recat","s_belonging_work_unit_recat","s_belonging_agency_recat","s_comfort_using_PTO_recat","s_able_complete_40hr_recat","s_agency_mh_policy_support_recat","f_love_job_recat","f_treated_fairly_recat","f_work_life_balance_recat","f_paid_fairly_recat","f_happy_input_recat","f_manage_demands_recat","f_psych_safe_recat","f_voice_concerns_recat","region_color_cat","degree_recat","age_group","age_group_lg","max_yrs","max_yrs_cat","satisfied_job","leave_retire2"
"209","ZAP","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,5,NA,"Almost Always","Almost Always","Almost Always","Sometimes","Almost Always","Almost Always","Almost Always","Almost Always","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree",NA,"Good","Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Insurance provider",NA,"Yes","In-person training",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,job satisfaction,job stability,opportunities for advancement,pride in the organization and its mission,satisfaction with your supervisor,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,31,"Other associate degree (please specify)","Psychology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Certified Community Health Worker",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","18-34","18-34",5,"5-9","satisfied with job","staying"
"210","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,3,4,NA,"Almost Always","Always","Almost Always","Almost Always","Almost Always","Almost Always","Almost Always","Almost Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"job stability,organizational climate / culture,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,28,"BS/BA,I am currently pursuing a degree",NA,NA,NA,NA,NA,"MPH",NA,NA,NA,NA,NA,"Yes","Epidemiology,Infectious Disease",NA,"Not formally certified",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",4,"0-4","satisfied with job","staying"
"211","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Rarely","Usually","Sometimes","Usually","Sometimes","Usually","Usually","Usually","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Strongly Disagree","Strongly Disagree",NA,"Fair","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"Yes","Take another governmental job not in public health",NA,"job satisfaction",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,30,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Some","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Rarely/Never","Usually/Always","Sometimes","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","18-34","18-34",1,"0-4","not satisfied with job","leaving OR retiring"
"212","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,"Sometimes","Almost Always","Almost Always","Almost Always","Almost Always","Usually","Usually","Almost Always","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,opportunities for advancement,pride in the organization and its mission,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,24,"BSPH/BAPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"Yes","Certified in Public Health (CPH)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",2,"0-4","satisfied with job","staying"
"213","HPF","Region 4","Large","County Health Department","Executive: member of senior executive service or equivalent",0,13,13,5,"Usually","Almost Always","Usually","Sometimes","Usually","Sometimes","Almost Always","Almost Always","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Excellent","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,job stability,mentorship opportunities,opportunities for advancement,pride in the organization and its mission,satisfaction with your agency's leadership,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,37,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Certified in Public Health (CPH),Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"No",NA,NA,"Bachelors","Executive","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Sometimes","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",13,"10+","satisfied with job","staying"
"214","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,NA,NA,"Always","Always","Always","Almost Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"Yes","Wellness coaching,Sound therapy,Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"flexible work schedule,job satisfaction,job stability,opportunities for advancement,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"Native Hawaiian or other Pacific Islander",NA,49,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Environmental Health",NA,"Not formally certified",NA,"Yes","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","45-54","35-54",0,"0-4","satisfied with job","staying"
"215","JMO","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,7,7,NA,"Almost Always","Always","Usually","Usually","Always","Sometimes","Almost Always","Almost Always","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,"Very Good","Agree","Agree","Agree","Agree","I have no symptoms of burnout","Yes","Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching",NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,job satisfaction,job stability,pay,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,50,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Certified in Public Health (CPH),Nurse certification (RN, LPN, NP, BSN)",NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","45-54","35-54",7,"5-9","satisfied with job","staying"
"216","JMO","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,"Usually","Almost Always","Always","Sometimes","Usually","Sometimes","Always","Almost Always","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Agree","Strongly Agree","Agree","I have one or more symptoms of burnout that won't go away","Yes","Montana Public Health Training Center - Wellness Program",NA,"Yes","Sound therapy",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,45,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Certification (please specify)","CNA","Yes","Certified Community Health Worker,Certified in Public Health (CPH)",NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Sometimes","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","45-54","35-54",2,"0-4","satisfied with job","staying"
"217","JMO","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Almost Always","Always","Always","Usually","Almost Always","Almost Always","Always","Always","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","I work with an amazing team. The environment that they create is always positive and welcoming. We really look out for one another and it feels very much like a work family.","Very Good","Agree","Agree","Disagree","Agree","I have no symptoms of burnout","Yes","Insurance provider",NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,flexible work schedule,lack of stress,organizational climate / culture,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,36,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","35-44","35-54",1,"0-4","satisfied with job","staying"
"218","QGZ","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",10,10,10,NA,"Always","Always","Always","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","I like working for the health department because they care about their employees and the clients that we visit.","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","I have no symptoms of burnout","Yes","Workplace",NA,"Yes","Wellness coaching,In-person training",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,exciting and challenging work,flexible work schedule,job satisfaction,job stability,lack of stress,mentorship opportunities,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,70,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","65-74","55+",10,"10+","satisfied with job","staying"
"219","YOH","Region 1","Frontier","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",9,9,9,9,"Usually","Almost Always","Almost Always","Usually","Almost Always","Usually","Always","Always","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree",NA,"Very Good","Agree","Agree","Strongly Agree","Strongly Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,flexible work schedule,job stability",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,50,"High school or equivalent,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Bachelors","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","45-54","35-54",9,"5-9","satisfied with job","staying"
"220","LVI","Region 4","Small","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",3,4,6,3,"Almost Always","Almost Always","Sometimes","Sometimes","Almost Always","Usually","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Disagree","Disagree","Disagree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,job satisfaction,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,30,"BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Infection Control Certification (CIC)",NA,"Masters or higher","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Usually/Always","Usually/Always","Sometimes","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",6,"5-9","satisfied with job","staying"
"221","LVI","Region 4","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,"Usually","Usually","Usually","Usually","Almost Always","Almost Always","Always","Always","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree",NA,"Very Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Insurance provider",NA,"Yes","Wellness coaching,Sound therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,organizational climate / culture,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,52,"High school or equivalent,Other associate degree (please specify)","Certificate in Nursing LPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)",NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","45-54","35-54",4,"0-4","satisfied with job","staying"
"222","ZAP","Region 4","Large","County Health Department","Executive: member of senior executive service or equivalent",4,NA,NA,14,"Almost Always","Always","Sometimes","Usually","Almost Always","Almost Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",NA,"Good","Disagree","Disagree","Agree","Strongly Agree","I have one or more symptoms of burnout that won't go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Art therapy,Wellness Champions Program,Virtual training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,job satisfaction,job stability,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,56,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Infection Control Certification (CIC),Other Certification (please specify)","Environmental Health","Bachelors","Executive","Supervisor/Executive","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","55-64","55+",14,"10+","satisfied with job","staying"
"223","LVI","Region 4","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,"Almost Always","Always","Almost Always","Always","Almost Always","Usually","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Agree","Disagree","Strongly Agree","I have no symptoms of burnout","Yes","Insurance provider",NA,"Yes","Wellness coaching,Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,organizational climate / culture,pay,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,48,"Associate's degree in nursing,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","45-54","35-54",0,"0-4","satisfied with job","staying"
"224","IWH","Region 5","Small","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",7,13,13,8,"Usually","Always","Almost Always","Sometimes","Almost Always","Almost Always","Almost Always","Always","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Montana Public Health Training Center - Wellness Program",NA,"Yes","Sound therapy,Virtual training,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,flexible work schedule,job stability,organizational climate / culture,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,41,"Other bachelor's degree (please specify)",NA,"Bachelor of Arts in Nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Bachelors","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",13,"10+","satisfied with job","staying"
"225","DDI","Region 1","Medium","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",5,1,5,NA,"Usually","Almost Always","Always","Almost Always","Always","Usually","Always","Always","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",NA,"Very Good","Strongly Agree","Strongly Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Other (please specify)","Primary Care Provider- IHS","No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,flexible work schedule,job satisfaction,job stability,lack of stress,pay,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers,unsatisfactory opportunities outside of the agency",NA,"I am not planning to retire before 2030","Woman",NA,"American Indian or Alaska Native",NA,30,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","18-34","18-34",5,"5-9","satisfied with job","staying"
"226","ZAP","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Usually","Usually","Usually","Usually","Almost Always","Almost Always","Usually","Sometimes","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree",NA,"Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Wellness coaching",NA,"No",NA,NA,NA,NA,"opportunities for advancement",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,45,"Other associate degree (please specify)","Accounting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Sometimes","Region 4 and 5","less than Bachelors","45-54","35-54",1,"0-4","satisfied with job","staying"
