respondent_id,lhj_code,region,size,agency,supervisor_status,domain,topic,imp_rank,skill_rank,section
_281,RZY,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_282,INE,Region 5,Medium,County Health Department,Executive,comm,comm_target,NA,NA,SecA
_283,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_284,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_285,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_286,EUP,Region 2,Large,County Health Department,Executive,comm,comm_target,NA,NA,SecA
_287,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_288,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_289,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_290,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_291,KNN,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_292,VUP,Region 4,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_293,OES,Region 4,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_294,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_295,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_296,JSO,Region 3,Large,County Health Department,Executive,comm,comm_target,NA,NA,SecA
_297,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_298,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_299,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_300,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_301,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_302,OXR,Region 2,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_303,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_304,IWH,Region 5,Small,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_305,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_306,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_307,HPF,Region 4,Large,County Health Department,Executive,comm,comm_target,NA,NA,SecA
_308,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_309,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_310,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_311,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_312,JIK,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_313,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_314,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_315,NDQ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_316,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_317,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_318,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_319,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_320,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_321,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_322,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_323,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_324,ZAP,Region 4,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_325,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_326,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_327,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_328,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_329,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_330,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_331,OES,Region 4,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_332,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_333,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_334,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_335,WBE,Region 1,Frontier,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_336,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_337,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_338,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_339,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_340,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Expert,SecA
_341,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_342,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_343,FHK,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_344,VUP,Region 4,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_345,JSO,Region 3,Large,County Health Department,Executive,comm,comm_target,NA,NA,SecA
_346,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_347,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_348,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_349,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_350,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_351,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_352,EUP,Region 2,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_353,HVJ,Region 3,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_354,IAB,Region 4,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_355,QLZ,Region 1,Frontier,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_356,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_357,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_358,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_359,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_360,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_361,PLV,Region 2,Frontier,Tribal Health Department,Executive,comm,comm_target,NA,NA,SecA
_362,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_363,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_364,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_365,STW,Region 5,Small,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_366,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_367,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_368,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_369,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_370,OUG,Region 3,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_371,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_372,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_373,MVU,Region 2,Small,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_374,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_375,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_376,KNN,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_377,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_378,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_379,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_380,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_381,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_382,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_383,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_384,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_385,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_386,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_387,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_388,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_389,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_390,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_391,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_392,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_393,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_394,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_395,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_396,KNA,Region 5,Large,County Health Department,Executive,comm,comm_target,NA,NA,SecA
_397,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_398,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_399,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_400,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_401,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_402,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_403,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Not Important,NA,SecA
_404,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_405,RIP,Region 4,Frontier,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_406,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_407,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_408,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_409,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_410,IXW,Region 1,Small,Tribal Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_411,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_412,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Not Important,NA,SecA
_413,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_414,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_415,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_416,EVG,Region 2,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_417,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_418,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_419,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_420,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Not Important,NA,SecA
_421,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_422,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_423,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_424,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_425,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_426,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Somewhat important,NA,SecA
_427,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_428,STW,Region 5,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_429,SMA,Region 1,Medium,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_430,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_431,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_432,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_433,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_434,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_435,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_436,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_437,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_438,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_439,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_440,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Beginner,SecA
_441,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_442,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_443,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Proficient,SecA
_444,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_445,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_target,NA,NA,SecA
_446,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Moderately important,Beginner,SecA
_447,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Proficient,SecA
_448,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_target,Very important,Expert,SecA
_001,QGZ,Region 1,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_002,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_003,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_004,SMA,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_005,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_006,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_007,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_008,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_009,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_010,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_011,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_012,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_013,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_014,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_015,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_016,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_017,JIK,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_018,SAA,Region 1,Frontier,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_019,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_020,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_021,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_022,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_023,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_024,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_025,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_026,JIK,Region 1,Frontier,County Health Department,Supervisor,comm,comm_understand,Very important,Beginner,SecA
_027,CYQ,Region 5,Small,Tribal Health Department,Executive,comm,comm_understand,Very important,Expert,SecA
_028,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_029,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_030,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_031,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_032,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_033,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_034,PQS,Region 4,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_035,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_036,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_037,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_038,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_039,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_040,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_041,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_042,TDK,Region 1,Medium,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_043,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_044,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_045,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_046,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_047,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_048,HPF,Region 4,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_049,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_050,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_051,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_052,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_053,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_054,GMU,Region 1,Frontier,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_055,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_056,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_057,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_058,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_059,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_060,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_061,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_062,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_063,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_064,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_065,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_066,QGZ,Region 1,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_067,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_068,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_069,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_070,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_071,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_072,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_073,WBW,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_074,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_075,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_076,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_077,PRF,Region 4,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_078,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_079,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_080,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_081,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_082,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_083,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_084,KRO,Region 1,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_085,JMO,Region 1,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_086,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_087,HPF,Region 4,Large,County Health Department,Executive,comm,comm_understand,Somewhat important,NA,SecA
_088,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_089,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_090,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_091,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_092,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_093,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_094,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_095,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_096,SMA,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_097,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_098,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_099,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_100,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_101,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_102,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_103,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_104,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_105,NCJ,Region 2,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_106,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_107,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_108,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_109,STW,Region 5,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_110,NDQ,Region 3,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Beginner,SecA
_111,NDQ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_112,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_113,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_114,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_115,NDQ,Region 3,Medium,County Health Department,Supervisor,comm,comm_understand,Somewhat important,NA,SecA
